country_name,country_code,year,population,rank
Tanzania,TZA,1974,15561630,36
Algeria,DZA,1974,15133502,37
Peru,PER,1974,14956552,38
Australia,AUS,1974,13723000,39
Sudan,SDN,1974,13580723,40
Nepal,NPL,1974,13568435,41
Netherlands,NLD,1974,13545056,42
Kazakhstan,KAZ,1974,13454570,43
Sri Lanka,LKA,1974,13305693,44
Uzbekistan,UZB,1974,13209011,45
Kenya,KEN,1974,13070078,46
"Venezuela, RB",VEN,1974,12835351,47
Afghanistan,AFG,1974,12469127,48
Uganda,UGA,1974,11424846,49
Malaysia,MYS,1974,11200906,50
China,CHN,1975,916395000,1
India,IND,1975,611309535,2
United States,USA,1975,215973000,3
Russian Federation,RUS,1975,134200000,4
Indonesia,IDN,1975,131843848,5
Japan,JPN,1975,111573000,6
Brazil,BRA,1975,107619565,7
Germany,DEU,1975,78673554,8
Bangladesh,BGD,1975,77854351,9
Pakistan,PAK,1975,69461175,10
Nigeria,NGA,1975,63410815,11
Mexico,MEX,1975,58982400,12
United Kingdom,GBR,1975,56225800,13
Italy,ITA,1975,55441001,14
France,FRA,1975,54002853,15
Ukraine,UKR,1975,48865229,16
Viet Nam,VNM,1975,46482903,17
Philippines,PHL,1975,42120826,18
Turkiye,TUR,1975,41053126,19
Thailand,THA,1975,40940005,20
"Egypt, Arab Rep.",EGY,1975,38875327,21
Spain,ESP,1975,35757900,22
"Korea, Rep.",KOR,1975,35280725,23
Poland,POL,1975,34015199,24
"Iran, Islamic Rep.",IRN,1975,33802973,25
Ethiopia,ETH,1975,31723252,26
Myanmar,MMR,1975,30176565,27
Argentina,ARG,1975,25874107,28
South Africa,ZAF,1975,25690940,29
Colombia,COL,1975,23344644,30
Canada,CAN,1975,23143275,31
"Congo, Dem. Rep.",COD,1975,23021101,32
Romania,ROU,1975,21293583,33
Morocco,MAR,1975,17150786,34
"Korea, Dem. People's Rep.",PRK,1975,16971055,35
Tanzania,TZA,1975,16138361,36
Algeria,DZA,1975,15678596,37
Peru,PER,1975,15333957,38
Sudan,SDN,1975,14064798,39
Australia,AUS,1975,13893000,40
Nepal,NPL,1975,13870695,41
Kazakhstan,KAZ,1975,13700843,42
Netherlands,NLD,1975,13666335,43
Uzbekistan,UZB,1975,13598521,44
Sri Lanka,LKA,1975,13548984,45
Kenya,KEN,1975,13511671,46
"Venezuela, RB",VEN,1975,13215892,47
Afghanistan,AFG,1975,12773954,48
Uganda,UGA,1975,11725240,49
Iraq,IRQ,1975,11543639,50
China,CHN,1976,930685000,1
India,IND,1976,625861883,2
United States,USA,1976,218035000,3
Indonesia,IDN,1976,135173655,4
Russian Federation,RUS,1976,135147000,5
Japan,JPN,1976,112775000,6
Brazil,BRA,1976,110213349,7
Bangladesh,BGD,1976,79855318,8
Germany,DEU,1976,78336950,9
Pakistan,PAK,1976,71620254,10
Nigeria,NGA,1976,65258009,11
Mexico,MEX,1976,60645512,12
United Kingdom,GBR,1976,56211968,13
Italy,ITA,1976,55718260,14
France,FRA,1976,54232383,15
Ukraine,UKR,1976,49120842,16
Viet Nam,VNM,1976,47684931,17
Philippines,PHL,1976,43201488,18
Turkiye,TUR,1976,41899984,19
Thailand,THA,1976,41896504,20
"Egypt, Arab Rep.",EGY,1976,39795557,21
Spain,ESP,1976,36137812,22
"Korea, Rep.",KOR,1976,35848523,23
"Iran, Islamic Rep.",IRN,1976,34837271,24
Poland,POL,1976,34356300,25
Ethiopia,ETH,1976,32534418,26
Myanmar,MMR,1976,30758811,27
South Africa,ZAF,1976,26395450,28
Argentina,ARG,1976,26282283,29
Colombia,COL,1976,23858810,30
"Congo, Dem. Rep.",COD,1976,23624031,31
Canada,CAN,1976,23449808,32
Romania,ROU,1976,21551634,33
Morocco,MAR,1976,17574182,34
"Korea, Dem. People's Rep.",PRK,1976,17243450,35
Tanzania,TZA,1976,16736211,36
Algeria,DZA,1976,16409170,37
Peru,PER,1976,15716809,38
Sudan,SDN,1976,14569716,39
Nepal,NPL,1976,14177649,40
Australia,AUS,1976,14033000,41
Kazakhstan,KAZ,1976,13998738,42
Uzbekistan,UZB,1976,13998620,43
Kenya,KEN,1976,13957623,44
Sri Lanka,LKA,1976,13796770,45
Netherlands,NLD,1976,13774037,46
"Venezuela, RB",VEN,1976,13606284,47
Afghanistan,AFG,1976,13059851,48
Uganda,UGA,1976,12037294,49
Iraq,IRQ,1976,11927651,50
China,CHN,1977,943455000,1
India,IND,1977,640801103,2
United States,USA,1977,220239000,3
Indonesia,IDN,1977,138533541,4
Russian Federation,RUS,1977,136100000,5
Japan,JPN,1977,113872000,6
Brazil,BRA,1977,112875292,7
Bangladesh,BGD,1977,81867264,8
Germany,DEU,1977,78159814,9
Pakistan,PAK,1977,73901827,10
Nigeria,NGA,1977,67234590,11
Mexico,MEX,1977,62308493,12
United Kingdom,GBR,1977,56193492,13
Italy,ITA,1977,55955411,14
France,FRA,1977,54486467,15
Ukraine,UKR,1977,49336481,16
Viet Nam,VNM,1977,48954872,17
Philippines,PHL,1977,44367962,18
Thailand,THA,1977,42843974,19
Turkiye,TUR,1977,42773298,20
"Egypt, Arab Rep.",EGY,1977,40748870,21
Spain,ESP,1977,36511638,22
"Korea, Rep.",KOR,1977,36411795,23
"Iran, Islamic Rep.",IRN,1977,35933181,24
Poland,POL,1977,34689050,25
Ethiopia,ETH,1977,33167272,26
Myanmar,MMR,1977,31355966,27
South Africa,ZAF,1977,27118952,28
Argentina,ARG,1977,26701805,29
Colombia,COL,1977,24393494,30
"Congo, Dem. Rep.",COD,1977,24229061,31
Canada,CAN,1977,23725843,32
Romania,ROU,1977,21756096,33
Morocco,MAR,1977,18014756,34
"Korea, Dem. People's Rep.",PRK,1977,17492798,35
Tanzania,TZA,1977,17352929,36
Algeria,DZA,1977,17015994,37
Peru,PER,1977,16109806,38
Sudan,SDN,1977,15086614,39
Nepal,NPL,1977,14499175,40
Kenya,KEN,1977,14428819,41
Uzbekistan,UZB,1977,14408822,42
Kazakhstan,KAZ,1977,14353265,43
Australia,AUS,1977,14192000,44
Sri Lanka,LKA,1977,14049371,45
"Venezuela, RB",VEN,1977,14006812,46
Netherlands,NLD,1977,13856185,47
Afghanistan,AFG,1977,13340756,48
Uganda,UGA,1977,12359669,49
Iraq,IRQ,1977,12331046,50
China,CHN,1978,956165000,1
India,IND,1978,655728229,2
United States,USA,1978,222585000,3
Indonesia,IDN,1978,141953163,4
Russian Federation,RUS,1978,137060000,5
Brazil,BRA,1978,115600942,6
Japan,JPN,1978,114913000,7
Bangladesh,BGD,1978,83889655,8
Germany,DEU,1978,78091820,9
Pakistan,PAK,1978,76307379,10
Nigeria,NGA,1978,69326532,11
Mexico,MEX,1978,63979046,12
United Kingdom,GBR,1978,56196504,13
Italy,ITA,1978,56155143,14
France,FRA,1978,54734030,15
Viet Nam,VNM,1978,50249552,16
Ukraine,UKR,1978,49521243,17
Philippines,PHL,1978,45575281,18
Thailand,THA,1978,43788976,19
Turkiye,TUR,1978,43645306,20
"Egypt, Arab Rep.",EGY,1978,41761431,21
"Iran, Islamic Rep.",IRN,1978,37126535,22
"Korea, Rep.",KOR,1978,36969185,23
Spain,ESP,1978,36864898,24
Poland,POL,1978,34965600,25
Ethiopia,ETH,1978,33734592,26
Myanmar,MMR,1978,31972976,27
South Africa,ZAF,1978,27869507,28
Argentina,ARG,1978,27132158,29
"Congo, Dem. Rep.",COD,1978,24992689,30
Colombia,COL,1978,24950337,31
Canada,CAN,1978,23963203,32
Romania,ROU,1978,21951464,33
Morocco,MAR,1978,18477385,34
Tanzania,TZA,1978,17976566,35
"Korea, Dem. People's Rep.",PRK,1978,17735995,36
Algeria,DZA,1978,17506974,37
Peru,PER,1978,16516059,38
Sudan,SDN,1978,15695003,39
Kenya,KEN,1978,14934126,40
Nepal,NPL,1978,14839695,41
Uzbekistan,UZB,1978,14816349,42
Kazakhstan,KAZ,1978,14711497,43
"Venezuela, RB",VEN,1978,14416684,44
Australia,AUS,1978,14358000,45
Sri Lanka,LKA,1978,14310128,46
Netherlands,NLD,1978,13941700,47
Afghanistan,AFG,1978,13611441,48
Iraq,IRQ,1978,12753355,49
Uganda,UGA,1978,12692113,50
China,CHN,1979,969005000,1
India,IND,1979,671155747,2
United States,USA,1979,225055000,3
Indonesia,IDN,1979,145434834,4
Russian Federation,RUS,1979,138027000,5
Brazil,BRA,1979,118380821,6
Japan,JPN,1979,115890000,7
Bangladesh,BGD,1979,85935072,8
Pakistan,PAK,1979,78997039,9
Germany,DEU,1979,78126350,10
Nigeria,NGA,1979,71498242,11
Mexico,MEX,1979,65648865,12
Italy,ITA,1979,56317749,13
United Kingdom,GBR,1979,56246951,14
France,FRA,1979,54979851,15
Viet Nam,VNM,1979,51378211,16
Ukraine,UKR,1979,49721381,17
Philippines,PHL,1979,46807103,18
Thailand,THA,1979,44718434,19
Turkiye,TUR,1979,44510429,20
"Egypt, Arab Rep.",EGY,1979,42818628,21
"Iran, Islamic Rep.",IRN,1979,38424952,22
"Korea, Rep.",KOR,1979,37534236,23
Spain,ESP,1979,37191330,24
Poland,POL,1979,35247217,25
Ethiopia,ETH,1979,34238652,26
Myanmar,MMR,1979,32596550,27
South Africa,ZAF,1979,28634162,28
Argentina,ARG,1979,27568895,29
"Congo, Dem. Rep.",COD,1979,25886782,30
Colombia,COL,1979,25515626,31
Canada,CAN,1979,24201544,32
Romania,ROU,1979,22090488,33
Morocco,MAR,1979,18955589,34
Tanzania,TZA,1979,18592038,35
Algeria,DZA,1979,18036655,36
"Korea, Dem. People's Rep.",PRK,1979,17983470,37
Peru,PER,1979,16933139,38
Sudan,SDN,1979,16355352,39
Kenya,KEN,1979,15460666,40
Uzbekistan,UZB,1979,15215587,41
Nepal,NPL,1979,15190590,42
Kazakhstan,KAZ,1979,14978696,43
"Venezuela, RB",VEN,1979,14834552,44
Sri Lanka,LKA,1979,14579614,45
Australia,AUS,1979,14514000,46
Netherlands,NLD,1979,14038270,47
Afghanistan,AFG,1979,13655567,48
Iraq,IRQ,1979,13170365,49
Uganda,UGA,1979,13002163,50
China,CHN,1980,981235000,1
India,IND,1980,687354025,2
United States,USA,1980,227225000,3
Indonesia,IDN,1980,148950540,4
Russian Federation,RUS,1980,139010000,5
Brazil,BRA,1980,121207461,6
Japan,JPN,1980,116807000,7
Bangladesh,BGD,1980,88016432,8
Pakistan,PAK,1980,82291010,9
Germany,DEU,1980,78288576,10
Nigeria,NGA,1980,73764641,11
Mexico,MEX,1980,67300334,12
Italy,ITA,1980,56433883,13
United Kingdom,GBR,1980,56314216,14
France,FRA,1980,55274184,15
Viet Nam,VNM,1980,52490101,16
Ukraine,UKR,1980,49955152,17
Philippines,PHL,1980,48043740,18
Thailand,THA,1980,45650022,19
Turkiye,TUR,1980,45408815,20
"Egypt, Arab Rep.",EGY,1980,43950413,21
"Iran, Islamic Rep.",IRN,1980,39842324,22
"Korea, Rep.",KOR,1980,38123775,23
Spain,ESP,1980,37491165,24
Poland,POL,1980,35574150,25
Ethiopia,ETH,1980,34428514,26
Myanmar,MMR,1980,33227204,27
South Africa,ZAF,1980,29518857,28
Argentina,ARG,1980,28011596,29
"Congo, Dem. Rep.",COD,1980,26711099,30
Colombia,COL,1980,26104498,31
Canada,CAN,1980,24515667,32
Romania,ROU,1980,22207282,33
Morocco,MAR,1980,19459943,34
Tanzania,TZA,1980,19189769,35
Algeria,DZA,1980,18607174,36
"Korea, Dem. People's Rep.",PRK,1980,18236786,37
Peru,PER,1980,17360949,38
Sudan,SDN,1980,17058905,39
Kenya,KEN,1980,16018459,40
Uzbekistan,UZB,1980,15619936,41
Nepal,NPL,1980,15553105,42
"Venezuela, RB",VEN,1980,15258218,43
Kazakhstan,KAZ,1980,15152949,44
Sri Lanka,LKA,1980,14847974,45
Australia,AUS,1980,14692000,46
Netherlands,NLD,1980,14149800,47
Iraq,IRQ,1980,13591992,48
Uganda,UGA,1980,13275741,49
Afghanistan,AFG,1980,13169311,50
China,CHN,1981,993885000,1
India,IND,1981,703696250,2
United States,USA,1981,229466000,3
Indonesia,IDN,1981,152485035,4
Russian Federation,RUS,1981,139941000,5
Brazil,BRA,1981,124063109,6
Japan,JPN,1981,117661000,7
Bangladesh,BGD,1981,90303105,8
Pakistan,PAK,1981,85802049,9
Germany,DEU,1981,78407907,10
Nigeria,NGA,1981,76068103,11
Mexico,MEX,1981,68892108,12
Italy,ITA,1981,56501675,13
United Kingdom,GBR,1981,56333829,14
France,FRA,1981,55603353,15
Viet Nam,VNM,1981,53738141,16
Ukraine,UKR,1981,50189281,17
Philippines,PHL,1981,49311727,18
Thailand,THA,1981,46575855,19
Turkiye,TUR,1981,46321190,20
"Egypt, Arab Rep.",EGY,1981,45147224,21
"Iran, Islamic Rep.",IRN,1981,41989312,22
"Korea, Rep.",KOR,1981,38723248,23
Spain,ESP,1981,37758631,24
Poland,POL,1981,35898587,25
Ethiopia,ETH,1981,35304012,26
Myanmar,MMR,1981,33858783,27
South Africa,ZAF,1981,30541044,28
Argentina,ARG,1981,28463959,29
"Congo, Dem. Rep.",COD,1981,27500515,30
Colombia,COL,1981,26713267,31
Canada,CAN,1981,24819915,32
Romania,ROU,1981,22353070,33
Morocco,MAR,1981,19985401,34
Tanzania,TZA,1981,19784703,35
Algeria,DZA,1981,19220704,36
"Korea, Dem. People's Rep.",PRK,1981,18501295,37
Peru,PER,1981,17798805,38
Sudan,SDN,1981,17780572,39
Kenya,KEN,1981,16601507,40
Uzbekistan,UZB,1981,16035032,41
Nepal,NPL,1981,15922423,42
"Venezuela, RB",VEN,1981,15687297,43
Kazakhstan,KAZ,1981,15323082,44
Sri Lanka,LKA,1981,15099414,45
Australia,AUS,1981,14923260,46
Netherlands,NLD,1981,14247208,47
Iraq,IRQ,1981,14006381,48
Uganda,UGA,1981,13556452,49
Malaysia,MYS,1981,13399203,50
China,CHN,1982,1008630000,1
India,IND,1982,720313473,2
United States,USA,1982,231664000,3
Indonesia,IDN,1982,156052152,4
Russian Federation,RUS,1982,140823000,5
Brazil,BRA,1982,126923155,6
Japan,JPN,1982,118480000,7
Bangladesh,BGD,1982,92814507,8
Pakistan,PAK,1982,89089246,9
Nigeria,NGA,1982,78378701,10
Germany,DEU,1982,78333366,11
Mexico,MEX,1982,70433260,12
Italy,ITA,1982,56543548,13
United Kingdom,GBR,1982,56313641,14
France,FRA,1982,55806789,15
Viet Nam,VNM,1982,55011289,16
Philippines,PHL,1982,50695707,17
Ukraine,UKR,1982,50402724,18
Thailand,THA,1982,47494577,19
Turkiye,TUR,1982,47322096,20
"Egypt, Arab Rep.",EGY,1982,46407611,21
"Iran, Islamic Rep.",IRN,1982,44272141,22
"Korea, Rep.",KOR,1982,39326352,23
Spain,ESP,1982,37986012,24
Ethiopia,ETH,1982,36701290,25
Poland,POL,1982,36230481,26
Myanmar,MMR,1982,34482965,27
South Africa,ZAF,1982,31615339,28
Argentina,ARG,1982,28924262,29
"Congo, Dem. Rep.",COD,1982,28338190,30
Colombia,COL,1982,27338331,31
Canada,CAN,1982,25116942,32
Romania,ROU,1982,22475741,33
Morocco,MAR,1982,20520318,34
Tanzania,TZA,1982,20398571,35
Algeria,DZA,1982,19872348,36
"Korea, Dem. People's Rep.",PRK,1982,18776357,37
Sudan,SDN,1982,18486645,38
Peru,PER,1982,18246503,39
Kenya,KEN,1982,17206175,40
Uzbekistan,UZB,1982,16462736,41
Nepal,NPL,1982,16297987,42
"Venezuela, RB",VEN,1982,16121874,43
Kazakhstan,KAZ,1982,15492595,44
Sri Lanka,LKA,1982,15286567,45
Australia,AUS,1982,15184247,46
Iraq,IRQ,1982,14406083,47
Netherlands,NLD,1982,14312690,48
Uganda,UGA,1982,13873631,49
Malaysia,MYS,1982,13832798,50
China,CHN,1983,1023310000,1
India,IND,1983,737372681,2
United States,USA,1983,233792000,3
Indonesia,IDN,1983,159651381,4
Russian Federation,RUS,1983,141668000,5
Brazil,BRA,1983,129790077,6
Japan,JPN,1983,119307000,7
Bangladesh,BGD,1983,95335155,8
Pakistan,PAK,1983,92227711,9
Nigeria,NGA,1983,80438260,10
Germany,DEU,1983,78128282,11
Mexico,MEX,1983,71971240,12
Italy,ITA,1983,56564074,13
Viet Nam,VNM,1983,56337921,14
United Kingdom,GBR,1983,56332848,15
France,FRA,1983,56108330,16
Philippines,PHL,1983,52194620,17
Ukraine,UKR,1983,50637029,18
Turkiye,TUR,1983,48447410,19
Thailand,THA,1983,48423309,20
"Egypt, Arab Rep.",EGY,1983,47786402,21
"Iran, Islamic Rep.",IRN,1983,46029535,22
"Korea, Rep.",KOR,1983,39910403,23
Spain,ESP,1983,38171525,24
Ethiopia,ETH,1983,37740817,25
Poland,POL,1983,36571808,26
Myanmar,MMR,1983,35162715,27
South Africa,ZAF,1983,32739304,28
Argentina,ARG,1983,29391332,29
"Congo, Dem. Rep.",COD,1983,29250963,30
Colombia,COL,1983,27988173,31
Canada,CAN,1983,25366451,32
Romania,ROU,1983,22560478,33
Tanzania,TZA,1983,21079874,34
Morocco,MAR,1983,21060696,35
Algeria,DZA,1983,20558115,36
Sudan,SDN,1983,19109770,37
"Korea, Dem. People's Rep.",PRK,1983,19054034,38
Peru,PER,1983,18705957,39
Kenya,KEN,1983,17846374,40
Uzbekistan,UZB,1983,16908400,41
Nepal,NPL,1983,16689119,42
"Venezuela, RB",VEN,1983,16562205,43
Kazakhstan,KAZ,1983,15665551,44
Australia,AUS,1983,15393472,45
Sri Lanka,LKA,1983,15388794,46
Iraq,IRQ,1983,14840555,47
Netherlands,NLD,1983,14367070,48
Malaysia,MYS,1983,14285907,49
Uganda,UGA,1983,14221881,50
China,CHN,1984,1036825000,1
India,IND,1984,754875449,2
United States,USA,1984,235825000,3
Indonesia,IDN,1984,163251124,4
Russian Federation,RUS,1984,142745000,5
Brazil,BRA,1984,132658864,6
Japan,JPN,1984,120083000,7
Bangladesh,BGD,1984,97814966,8
Pakistan,PAK,1984,95164936,9
Nigeria,NGA,1984,82526443,10
Germany,DEU,1984,77858685,11
Mexico,MEX,1984,73506846,12
Viet Nam,VNM,1984,57706067,13
Italy,ITA,1984,56576718,14
United Kingdom,GBR,1984,56422072,15
France,FRA,1984,56383085,16
Philippines,PHL,1984,53726181,17
Ukraine,UKR,1984,50887599,18
Turkiye,TUR,1984,49574069,19
Thailand,THA,1984,49351708,20
"Egypt, Arab Rep.",EGY,1984,49247334,21
"Iran, Islamic Rep.",IRN,1984,47793998,22
"Korea, Rep.",KOR,1984,40405956,23
Ethiopia,ETH,1984,38735722,24
Spain,ESP,1984,38330364,25
Poland,POL,1984,36904134,26
Myanmar,MMR,1984,35899313,27
South Africa,ZAF,1984,33892788,28
