country_name,country_code,year,population,rank
Viet Nam,VNM,1999,76287452,14
"Egypt, Arab Rep.",EGY,1999,71520954,15
"Iran, Islamic Rep.",IRN,1999,65445391,16
Ethiopia,ETH,1999,65374561,17
Turkiye,TUR,1999,64591923,18
Thailand,THA,1999,62299043,19
France,FRA,1999,60501986,20
United Kingdom,GBR,1999,58682466,21
Italy,ITA,1999,56916317,22
Ukraine,UKR,1999,49976446,23
"Congo, Dem. Rep.",COD,1999,48912971,24
South Africa,ZAF,1999,46730335,25
"Korea, Rep.",KOR,1999,46616677,26
Myanmar,MMR,1999,44787724,27
Spain,ESP,1999,40386875,28
Poland,POL,1999,38660271,29
Colombia,COL,1999,38454863,30
Argentina,ARG,1999,36794682,31
Tanzania,TZA,1999,33300330,32
Algeria,DZA,1999,30474354,33
Canada,CAN,1999,30401286,34
Kenya,KEN,1999,29733408,35
Morocco,MAR,1999,28027179,36
Sudan,SDN,1999,27130613,37
Peru,PER,1999,26186504,38
Uzbekistan,UZB,1999,24476008,39
Nepal,NPL,1999,24125199,40
"Venezuela, RB",VEN,1999,24066593,41
Iraq,IRQ,1999,23636527,42
"Korea, Dem. People's Rep.",PRK,1999,23497599,43
Uganda,UGA,1999,23257281,44
Romania,ROU,1999,22472040,45
Malaysia,MYS,1999,22435531,46
Afghanistan,AFG,1999,19887785,47
Ghana,GHA,1999,19149864,48
"Yemen, Rep.",YEM,1999,19029420,49
Sri Lanka,LKA,1999,18944731,50
China,CHN,2000,1262645000,1
India,IND,2000,1057922733,2
United States,USA,2000,282162411,3
Indonesia,IDN,2000,216077790,4
Brazil,BRA,2000,174018282,5
Pakistan,PAK,2000,154879127,6
Russian Federation,RUS,2000,146596869,7
Bangladesh,BGD,2000,134544304,8
Japan,JPN,2000,126843000,9
Nigeria,NGA,2000,126382494,10
Mexico,MEX,2000,98625552,11
Germany,DEU,2000,82211508,12
Philippines,PHL,2000,79625397,13
Viet Nam,VNM,2000,77154011,14
"Egypt, Arab Rep.",EGY,2000,73083284,15
Ethiopia,ETH,2000,67411494,16
"Iran, Islamic Rep.",IRN,2000,66418659,17
Turkiye,TUR,2000,65425961,18
Thailand,THA,2000,63007815,19
France,FRA,2000,60918661,20
United Kingdom,GBR,2000,58892514,21
Italy,ITA,2000,56942108,22
"Congo, Dem. Rep.",COD,2000,50507442,23
Ukraine,UKR,2000,49556660,24
South Africa,ZAF,2000,47159719,25
"Korea, Rep.",KOR,2000,47008111,26
Myanmar,MMR,2000,45290841,27
Spain,ESP,2000,40567864,28
Colombia,COL,2000,39089934,29
Poland,POL,2000,38258629,30
Argentina,ARG,2000,37213984,31
Tanzania,TZA,2000,34260139,32
Algeria,DZA,2000,30903893,33
Canada,CAN,2000,30685730,34
Kenya,KEN,2000,30642890,35
Morocco,MAR,2000,28423435,36
Sudan,SDN,2000,27816745,37
Peru,PER,2000,26598331,38
Uzbekistan,UZB,2000,24787054,39
Nepal,NPL,2000,24546509,40
"Venezuela, RB",VEN,2000,24526708,41
Iraq,IRQ,2000,24424056,42
Uganda,UGA,2000,24000150,43
"Korea, Dem. People's Rep.",PRK,2000,23665910,44
Malaysia,MYS,2000,22967816,45
Romania,ROU,2000,22442971,46
Afghanistan,AFG,2000,20130327,47
Ghana,GHA,2000,19637087,48
"Yemen, Rep.",YEM,2000,19624141,49
Sri Lanka,LKA,2000,19293054,50
China,CHN,2001,1271850000,1
India,IND,2001,1077898575,2
United States,USA,2001,284968955,3
Indonesia,IDN,2001,219097902,4
Brazil,BRA,2001,176301203,5
Pakistan,PAK,2001,159270907,6
Russian Federation,RUS,2001,145976482,7
Bangladesh,BGD,2001,136805810,8
Nigeria,NGA,2001,129862595,9
Japan,JPN,2001,127149000,10
Mexico,MEX,2001,100099099,11
Germany,DEU,2001,82349925,12
Philippines,PHL,2001,81401488,13
Viet Nam,VNM,2001,77969361,14
"Egypt, Arab Rep.",EGY,2001,74652029,15
Ethiopia,ETH,2001,69487762,16
"Iran, Islamic Rep.",IRN,2001,67452005,17
Turkiye,TUR,2001,66245128,18
Thailand,THA,2001,63651141,19
France,FRA,2001,61364377,20
United Kingdom,GBR,2001,59119673,21
Italy,ITA,2001,56976981,22
"Congo, Dem. Rep.",COD,2001,52132646,23
Ukraine,UKR,2001,49106855,24
South Africa,ZAF,2001,47566800,25
"Korea, Rep.",KOR,2001,47370164,26
Myanmar,MMR,2001,45771139,27
Spain,ESP,2001,40850412,28
Colombia,COL,2001,39709262,29
Poland,POL,2001,38248076,30
Argentina,ARG,2001,37624825,31
Tanzania,TZA,2001,35198299,32
Kenya,KEN,2001,31619170,33
Algeria,DZA,2001,31331221,34
Canada,CAN,2001,31020855,35
Morocco,MAR,2001,28814643,36
Sudan,SDN,2001,28516770,37
Peru,PER,2001,26964601,38
Iraq,IRQ,2001,25197840,39
Uzbekistan,UZB,2001,25090283,40
"Venezuela, RB",VEN,2001,24979922,41
Nepal,NPL,2001,24946748,42
Uganda,UGA,2001,24745676,43
"Korea, Dem. People's Rep.",PRK,2001,23815358,44
Malaysia,MYS,2001,23526538,45
Romania,ROU,2001,22131970,46
Afghanistan,AFG,2001,20284307,47
"Yemen, Rep.",YEM,2001,20226147,48
Ghana,GHA,2001,20167069,49
Sri Lanka,LKA,2001,19600362,50
China,CHN,2002,1280400000,1
India,IND,2002,1097600380,2
United States,USA,2002,287625193,3
Indonesia,IDN,2002,222088495,4
Brazil,BRA,2002,178503484,5
Pakistan,PAK,2002,163222549,6
Russian Federation,RUS,2002,145306497,7
Bangladesh,BGD,2002,138933658,8
Nigeria,NGA,2002,133471989,9
Japan,JPN,2002,127445000,10
Mexico,MEX,2002,101548624,11
Philippines,PHL,2002,83068889,12
Germany,DEU,2002,82488495,13
Viet Nam,VNM,2002,78772224,14
"Egypt, Arab Rep.",EGY,2002,76239137,15
Ethiopia,ETH,2002,71635517,16
"Iran, Islamic Rep.",IRN,2002,68011317,17
Turkiye,TUR,2002,67048795,18
Thailand,THA,2002,64266437,19
France,FRA,2002,61812142,20
United Kingdom,GBR,2002,59370479,21
Italy,ITA,2002,57089824,22
"Congo, Dem. Rep.",COD,2002,53750524,23
Ukraine,UKR,2002,48677281,24
South Africa,ZAF,2002,48019415,25
"Korea, Rep.",KOR,2002,47644736,26
Myanmar,MMR,2002,46232653,27
Spain,ESP,2002,41431558,28
Colombia,COL,2002,40324680,29
Poland,POL,2002,38230364,30
Argentina,ARG,2002,38029349,31
Tanzania,TZA,2002,36121304,32
Kenya,KEN,2002,32629808,33
Algeria,DZA,2002,31750835,34
Canada,CAN,2002,31359199,35
Sudan,SDN,2002,29228727,36
Morocco,MAR,2002,29198142,37
Peru,PER,2002,27288217,38
Iraq,IRQ,2002,26006559,39
Uganda,UGA,2002,25532870,40
"Venezuela, RB",VEN,2002,25435671,41
Uzbekistan,UZB,2002,25399980,42
Nepal,NPL,2002,25328981,43
Malaysia,MYS,2002,24102477,44
"Korea, Dem. People's Rep.",PRK,2002,23943973,45
Romania,ROU,2002,21730496,46
Afghanistan,AFG,2002,21378117,47
"Yemen, Rep.",YEM,2002,20835086,48
Ghana,GHA,2002,20729388,49
Sri Lanka,LKA,2002,19805752,50
China,CHN,2003,1288400000,1
India,IND,2003,1116803006,2
United States,USA,2003,290107933,3
Indonesia,IDN,2003,225048008,4
Brazil,BRA,2003,180622688,5
Pakistan,PAK,2003,167110248,6
Russian Federation,RUS,2003,144648618,7
Bangladesh,BGD,2003,140970351,8
Nigeria,NGA,2003,137202644,9
Japan,JPN,2003,127718000,10
Mexico,MEX,2003,102978515,11
Philippines,PHL,2003,84731835,12
Germany,DEU,2003,82534176,13
Viet Nam,VNM,2003,79563777,14
"Egypt, Arab Rep.",EGY,2003,77853548,15
Ethiopia,ETH,2003,73832663,16
"Iran, Islamic Rep.",IRN,2003,68769340,17
Turkiye,TUR,2003,67831730,18
Thailand,THA,2003,64868166,19
France,FRA,2003,62249855,20
United Kingdom,GBR,2003,59647577,21
Italy,ITA,2003,57399184,22
"Congo, Dem. Rep.",COD,2003,55343867,23
South Africa,ZAF,2003,48500348,24
Ukraine,UKR,2003,48315136,25
"Korea, Rep.",KOR,2003,47892330,26
Myanmar,MMR,2003,46667192,27
Spain,ESP,2003,42187645,28
Colombia,COL,2003,40937429,29
Argentina,ARG,2003,38424282,30
Poland,POL,2003,38204570,31
Tanzania,TZA,2003,37089555,32
Kenya,KEN,2003,33652223,33
Algeria,DZA,2003,32175818,34
Canada,CAN,2003,31642461,35
Sudan,SDN,2003,29896035,36
Morocco,MAR,2003,29571415,37
Peru,PER,2003,27580490,38
Iraq,IRQ,2003,26802659,39
Uganda,UGA,2003,26352124,40
"Venezuela, RB",VEN,2003,25892703,41
Uzbekistan,UZB,2003,25711259,42
Nepal,NPL,2003,25688758,43
Malaysia,MYS,2003,24679602,44
"Korea, Dem. People's Rep.",PRK,2003,24090380,45
Afghanistan,AFG,2003,22733049,46
Romania,ROU,2003,21574326,47
"Yemen, Rep.",YEM,2003,21456379,48
Ghana,GHA,2003,21296705,49
Sri Lanka,LKA,2003,19951521,50
China,CHN,2004,1296075000,1
India,IND,2004,1135991513,2
United States,USA,2004,292805298,3
Indonesia,IDN,2004,227926649,4
Brazil,BRA,2004,182675143,5
Pakistan,PAK,2004,171286000,6
Russian Federation,RUS,2004,144067316,7
Bangladesh,BGD,2004,142902856,8
Nigeria,NGA,2004,141057045,9
Japan,JPN,2004,127761000,10
Mexico,MEX,2004,104394131,11
Philippines,PHL,2004,86394504,12
Germany,DEU,2004,82516260,13
Viet Nam,VNM,2004,80338971,14
"Egypt, Arab Rep.",EGY,2004,79477443,15
Ethiopia,ETH,2004,76077206,16
"Iran, Islamic Rep.",IRN,2004,70256316,17
Turkiye,TUR,2004,68592617,18
Thailand,THA,2004,65452047,19
France,FRA,2004,62707588,20
United Kingdom,GBR,2004,59987905,21
Italy,ITA,2004,57828179,22
"Congo, Dem. Rep.",COD,2004,56997741,23
South Africa,ZAF,2004,48991421,24
"Korea, Rep.",KOR,2004,48082519,25
Ukraine,UKR,2004,47979507,26
Myanmar,MMR,2004,47068772,27
Spain,ESP,2004,42921895,28
Colombia,COL,2004,41543171,29
Argentina,ARG,2004,38815916,30
Poland,POL,2004,38182222,31
Tanzania,TZA,2004,38109668,32
Kenya,KEN,2004,34713455,33
Algeria,DZA,2004,32628286,34
Canada,CAN,2004,31938807,35
Sudan,SDN,2004,30556637,36
Morocco,MAR,2004,29953018,37
Peru,PER,2004,27852190,38
Iraq,IRQ,2004,27577878,39
Uganda,UGA,2004,27154515,40
"Venezuela, RB",VEN,2004,26340838,41
Uzbekistan,UZB,2004,26029350,42
Nepal,NPL,2004,26016656,43
Malaysia,MYS,2004,25256772,44
"Korea, Dem. People's Rep.",PRK,2004,24254943,45
Afghanistan,AFG,2004,23560654,46
"Yemen, Rep.",YEM,2004,22095167,47
Ghana,GHA,2004,21868298,48
Romania,ROU,2004,21451748,49
Sri Lanka,LKA,2004,20087605,50
China,CHN,2005,1303720000,1
India,IND,2005,1154676322,2
United States,USA,2005,295516599,3
Indonesia,IDN,2005,230871650,4
Brazil,BRA,2005,184688101,5
Pakistan,PAK,2005,175453212,6
Nigeria,NGA,2005,145017253,7
Bangladesh,BGD,2005,144715786,8
Russian Federation,RUS,2005,143518814,9
Japan,JPN,2005,127773000,10
Mexico,MEX,2005,105811504,11
Philippines,PHL,2005,88015962,12
Germany,DEU,2005,82469422,13
"Egypt, Arab Rep.",EGY,2005,81101004,14
Viet Nam,VNM,2005,81088313,15
Ethiopia,ETH,2005,78367470,16
"Iran, Islamic Rep.",IRN,2005,71828455,17
Turkiye,TUR,2005,69329557,18
Thailand,THA,2005,66017420,19
France,FRA,2005,63180854,20
United Kingdom,GBR,2005,60401206,21
"Congo, Dem. Rep.",COD,2005,58775724,22
Italy,ITA,2005,58166682,23
South Africa,ZAF,2005,49490033,24
"Korea, Rep.",KOR,2005,48184561,25
Ukraine,UKR,2005,47585556,26
Myanmar,MMR,2005,47438365,27
Spain,ESP,2005,43653155,28
Colombia,COL,2005,42128977,29
Argentina,ARG,2005,39216789,30
Tanzania,TZA,2005,39182076,31
Poland,POL,2005,38165445,32
Kenya,KEN,2005,35796484,33
Algeria,DZA,2005,33109249,34
Canada,CAN,2005,32242732,35
Sudan,SDN,2005,31262444,36
Morocco,MAR,2005,30358144,37
Iraq,IRQ,2005,28407448,38
Peru,PER,2005,28101180,39
Uganda,UGA,2005,27963289,40
"Venezuela, RB",VEN,2005,26785804,41
Uzbekistan,UZB,2005,26356975,42
Nepal,NPL,2005,26309458,43
Malaysia,MYS,2005,25836071,44
Afghanistan,AFG,2005,24404567,45
"Korea, Dem. People's Rep.",PRK,2005,24396433,46
"Yemen, Rep.",YEM,2005,22790085,47
Ghana,GHA,2005,22449438,48
Romania,ROU,2005,21319685,49
Saudi Arabia,SAU,2005,20559890,50
China,CHN,2006,1311020000,1
India,IND,2006,1172878890,2
United States,USA,2006,298379912,3
Indonesia,IDN,2006,233951652,4
Brazil,BRA,2006,186653106,5
Pakistan,PAK,2006,179682690,6
Nigeria,NGA,2006,149077334,7
Bangladesh,BGD,2006,146405973,8
Russian Federation,RUS,2006,143049637,9
Japan,JPN,2006,127854000,10
Mexico,MEX,2006,107253666,11
Philippines,PHL,2006,89508986,12
"Egypt, Arab Rep.",EGY,2006,82700403,13
Germany,DEU,2006,82376451,14
Viet Nam,VNM,2006,82167897,15
Ethiopia,ETH,2006,80703490,16
"Iran, Islamic Rep.",IRN,2006,73392747,17
Turkiye,TUR,2006,70045349,18
Thailand,THA,2006,66567687,19
France,FRA,2006,63622342,20
United Kingdom,GBR,2006,60846820,21
"Congo, Dem. Rep.",COD,2006,60615908,22
Italy,ITA,2006,58399861,23
South Africa,ZAF,2006,49998277,24
"Korea, Rep.",KOR,2006,48438292,25
Myanmar,MMR,2006,47785135,26
Ukraine,UKR,2006,47278694,27
Spain,ESP,2006,44397319,28
Colombia,COL,2006,42691084,29
Tanzania,TZA,2006,40294902,30
Argentina,ARG,2006,39622115,31
Poland,POL,2006,38141267,32
Kenya,KEN,2006,36904008,33
Algeria,DZA,2006,33623506,34
Canada,CAN,2006,32571193,35
Sudan,SDN,2006,31992435,36
Morocco,MAR,2006,30771178,37
Uganda,UGA,2006,28794003,38
Iraq,IRQ,2006,28616515,39
Peru,PER,2006,28324491,40
"Venezuela, RB",VEN,2006,27224686,41
Uzbekistan,UZB,2006,26699043,42
Nepal,NPL,2006,26565425,43
Malaysia,MYS,2006,26417909,44
Afghanistan,AFG,2006,25424094,45
"Korea, Dem. People's Rep.",PRK,2006,24524507,46
"Yemen, Rep.",YEM,2006,23543083,47
Ghana,GHA,2006,23040702,48
Saudi Arabia,SAU,2006,21459144,49
Romania,ROU,2006,21193760,50
China,CHN,2007,1317885000,1
India,IND,2007,1190676021,2
United States,USA,2007,301231207,3
Indonesia,IDN,2007,237062337,4
Brazil,BRA,2007,188552320,5
Pakistan,PAK,2007,184493231,6
Nigeria,NGA,2007,153267261,7
Bangladesh,BGD,2007,147989278,8
Russian Federation,RUS,2007,142805114,9
Japan,JPN,2007,128001000,10
Mexico,MEX,2007,108774360,11
Philippines,PHL,2007,91075184,12
"Egypt, Arab Rep.",EGY,2007,84276225,13
Viet Nam,VNM,2007,83633375,14
Ethiopia,ETH,2007,83103217,15
Germany,DEU,2007,82266372,16
"Iran, Islamic Rep.",IRN,2007,74602648,17
Turkiye,TUR,2007,70158112,18
Thailand,THA,2007,67102394,19
France,FRA,2007,64016890,20
"Congo, Dem. Rep.",COD,2007,62477752,21
United Kingdom,GBR,2007,61322463,22
Italy,ITA,2007,58756247,23
South Africa,ZAF,2007,50528584,24
"Korea, Rep.",KOR,2007,48683638,25
Myanmar,MMR,2007,48125043,26
Ukraine,UKR,2007,47062798,27
Spain,ESP,2007,45226803,28
Colombia,COL,2007,43235374,29
Tanzania,TZA,2007,41435512,30
Argentina,ARG,2007,40016763,31
Poland,POL,2007,38120560,32
Kenya,KEN,2007,38036349,33
Algeria,DZA,2007,34189416,34
Canada,CAN,2007,32888886,35
Sudan,SDN,2007,32764135,36
Morocco,MAR,2007,31186468,37
Uganda,UGA,2007,29653430,38
Peru,PER,2007,28530699,39
Iraq,IRQ,2007,28391607,40
"Venezuela, RB",VEN,2007,27649363,41
Uzbekistan,UZB,2007,27076008,42
Malaysia,MYS,2007,26998389,43
Nepal,NPL,2007,26788492,44
Afghanistan,AFG,2007,25909852,45
"Korea, Dem. People's Rep.",PRK,2007,24646383,46
"Yemen, Rep.",YEM,2007,24318082,47
Ghana,GHA,2007,23642279,48
Saudi Arabia,SAU,2007,22368313,49
Mozambique,MOZ,2007,21287635,50
China,CHN,2008,1324655000,1
India,IND,2008,1207930964,2
United States,USA,2008,304093966,3
Indonesia,IDN,2008,240157903,4
Brazil,BRA,2008,190367302,5
Pakistan,PAK,2008,189499113,6
Nigeria,NGA,2008,157595014,7
Bangladesh,BGD,2008,149474264,8
Russian Federation,RUS,2008,142742366,9
Japan,JPN,2008,128063000,10
Mexico,MEX,2008,110374288,11
Philippines,PHL,2008,92699095,12
"Egypt, Arab Rep.",EGY,2008,85864789,13
Ethiopia,ETH,2008,85543668,14
Viet Nam,VNM,2008,85175788,15
Germany,DEU,2008,82110097,16
"Iran, Islamic Rep.",IRN,2008,75514204,17
Turkiye,TUR,2008,71051678,18
Thailand,THA,2008,67619830,19
"Congo, Dem. Rep.",COD,2008,64390664,20
France,FRA,2008,64375116,21
United Kingdom,GBR,2008,61806995,22
Italy,ITA,2008,59211181,23
South Africa,ZAF,2008,51114599,24
"Korea, Rep.",KOR,2008,49054708,25
Myanmar,MMR,2008,48390793,26
Ukraine,UKR,2008,46819175,27
Spain,ESP,2008,45954106,28
Colombia,COL,2008,43758808,29
Tanzania,TZA,2008,42570728,30
Argentina,ARG,2008,40424148,31
Kenya,KEN,2008,39206351,32
Poland,POL,2008,38125759,33
Algeria,DZA,2008,34816961,34
Sudan,SDN,2008,33623980,35
Canada,CAN,2008,33247298,36
Morocco,MAR,2008,31606767,37
Uganda,UGA,2008,30539553,38
Iraq,IRQ,2008,28971036,39
Peru,PER,2008,28719041,40
"Venezuela, RB",VEN,2008,28053696,41
Malaysia,MYS,2008,27570059,42
Uzbekistan,UZB,2008,27494774,43
Nepal,NPL,2008,26990037,44
Afghanistan,AFG,2008,26482622,45
"Yemen, Rep.",YEM,2008,25111941,46
"Korea, Dem. People's Rep.",PRK,2008,24764618,47
Ghana,GHA,2008,24249946,48
Saudi Arabia,SAU,2008,23287877,49
Mozambique,MOZ,2008,21819036,50
China,CHN,2009,1331260000,1
India,IND,2009,1225524753,2
United States,USA,2009,306771529,3
Indonesia,IDN,2009,243220028,4
Pakistan,PAK,2009,194376534,5
Brazil,BRA,2009,192079951,6
Nigeria,NGA,2009,162049464,7
Bangladesh,BGD,2009,150873714,8
Russian Federation,RUS,2009,142785348,9
Japan,JPN,2009,128047000,10
Mexico,MEX,2009,111999721,11
Philippines,PHL,2009,94384250,12
Ethiopia,ETH,2009,88007636,13
"Egypt, Arab Rep.",EGY,2009,87501636,14
Viet Nam,VNM,2009,86460018,15
Germany,DEU,2009,81902307,16
"Iran, Islamic Rep.",IRN,2009,76457825,17
Turkiye,TUR,2009,72039206,18
Thailand,THA,2009,68121080,19
"Congo, Dem. Rep.",COD,2009,66412044,20
France,FRA,2009,64706436,21
United Kingdom,GBR,2009,62276270,22
Italy,ITA,2009,59555454,23
South Africa,ZAF,2009,51728516,24
"Korea, Rep.",KOR,2009,49307835,25
Myanmar,MMR,2009,48660459,26
Ukraine,UKR,2009,46623731,27
Spain,ESP,2009,46362946,28
Colombia,COL,2009,44271541,29
Tanzania,TZA,2009,43633982,30
Argentina,ARG,2009,40854831,31
Kenya,KEN,2009,40408891,32
Poland,POL,2009,38151603,33
Algeria,DZA,2009,35490445,34
Sudan,SDN,2009,34569113,35
Canada,CAN,2009,33630069,36
Morocco,MAR,2009,32030778,37
Uganda,UGA,2009,31451151,38
Iraq,IRQ,2009,30058206,39
Peru,PER,2009,28896811,40
"Venezuela, RB",VEN,2009,28438298,41
Malaysia,MYS,2009,28124778,42
Uzbekistan,UZB,2009,27939328,43
Afghanistan,AFG,2009,27466101,44
Nepal,NPL,2009,27173035,45
"Yemen, Rep.",YEM,2009,25927724,46
"Korea, Dem. People's Rep.",PRK,2009,24878332,47
Ghana,GHA,2009,24862664,48
Saudi Arabia,SAU,2009,24217654,49
Angola,AGO,2009,22414773,50
China,CHN,2010,1337705000,1
India,IND,2010,1243481564,2
United States,USA,2010,309378227,3
Indonesia,IDN,2010,246305322,4
Pakistan,PAK,2010,199239047,5
Brazil,BRA,2010,193701929,6
Nigeria,NGA,2010,166642886,7
Bangladesh,BGD,2010,152201981,8
Russian Federation,RUS,2010,142849468,9
Japan,JPN,2010,128070000,10
Mexico,MEX,2010,113623895,11
Philippines,PHL,2010,96337125,12
Ethiopia,ETH,2010,90538514,13
"Egypt, Arab Rep.",EGY,2010,89196072,14
Viet Nam,VNM,2010,87455152,15
Germany,DEU,2010,81776930,16
"Iran, Islamic Rep.",IRN,2010,77420842,17
Turkiye,TUR,2010,73142150,18
Thailand,THA,2010,68579447,19
"Congo, Dem. Rep.",COD,2010,68563038,20
France,FRA,2010,65026211,21
United Kingdom,GBR,2010,62766365,22
Italy,ITA,2010,59819407,23
South Africa,ZAF,2010,52344051,24
"Korea, Rep.",KOR,2010,49554112,25
Myanmar,MMR,2010,49024382,26
Spain,ESP,2010,46576897,27
Ukraine,UKR,2010,46456003,28
Colombia,COL,2010,44777319,29
Tanzania,TZA,2010,44758488,30
Kenya,KEN,2010,41598567,31
Argentina,ARG,2010,41288694,32
Poland,POL,2010,38042794,33
Algeria,DZA,2010,36188236,34
Sudan,SDN,2010,35414399,35
Canada,CAN,2010,34005902,36
Morocco,MAR,2010,32467016,37
Uganda,UGA,2010,32390802,38
Iraq,IRQ,2010,31045366,39
Peru,PER,2010,29086019,40
"Venezuela, RB",VEN,2010,28813101,41
Malaysia,MYS,2010,28655776,42
Uzbekistan,UZB,2010,28385506,43
Afghanistan,AFG,2010,28284089,44
Nepal,NPL,2010,27341952,45
"Yemen, Rep.",YEM,2010,26754387,46
Ghana,GHA,2010,25474995,47
"Korea, Dem. People's Rep.",PRK,2010,24987258,48
Saudi Arabia,SAU,2010,23978487,49
Angola,AGO,2010,23294825,50
China,CHN,2011,1345035000,1
India,IND,2011,1261224954,2
United States,USA,2011,311839461,3
Indonesia,IDN,2011,249470032,4
Pakistan,PAK,2011,203746065,5
Brazil,BRA,2011,195284734,6
Nigeria,NGA,2011,171379598,7
Bangladesh,BGD,2011,153591076,8
Russian Federation,RUS,2011,143018195,9
Japan,JPN,2011,127833000,10
Mexico,MEX,2011,115243504,11
Philippines,PHL,2011,98248614,12
Ethiopia,ETH,2011,93149970,13
"Egypt, Arab Rep.",EGY,2011,91093059,14
Viet Nam,VNM,2011,88468314,15
Germany,DEU,2011,80274983,16
"Iran, Islamic Rep.",IRN,2011,78383598,17
Turkiye,TUR,2011,74223629,18
"Congo, Dem. Rep.",COD,2011,70849311,19
Thailand,THA,2011,69007208,20
France,FRA,2011,65340830,21
United Kingdom,GBR,2011,63258810,22
Italy,ITA,2011,60026841,23
South Africa,ZAF,2011,52995205,24
"Korea, Rep.",KOR,2011,49936638,25
Myanmar,MMR,2011,49419820,26
Spain,ESP,2011,46742697,27
Ukraine,UKR,2011,46307853,28
Tanzania,TZA,2011,46029367,29
Colombia,COL,2011,45259614,30
Kenya,KEN,2011,42758461,31
Argentina,ARG,2011,41730660,32
Poland,POL,2011,38063255,33
Algeria,DZA,2011,36903376,34
Sudan,SDN,2011,36140806,35
Canada,CAN,2011,34339221,36
Uganda,UGA,2011,33354543,37
Morocco,MAR,2011,32912588,38
Iraq,IRQ,2011,32161424,39
Afghanistan,AFG,2011,29347708,40
Peru,PER,2011,29304086,41
"Venezuela, RB",VEN,2011,29185212,42
Malaysia,MYS,2011,29162039,43
Uzbekistan,UZB,2011,28823196,44
"Yemen, Rep.",YEM,2011,27582897,45
Nepal,NPL,2011,27464494,46
Ghana,GHA,2011,26095088,47
"Korea, Dem. People's Rep.",PRK,2011,25097874,48
Saudi Arabia,SAU,2011,25091867,49
Angola,AGO,2011,24218352,50
China,CHN,2012,1354190000,1
India,IND,2012,1278674502,2
United States,USA,2012,314339099,3
Indonesia,IDN,2012,252698525,4
Pakistan,PAK,2012,207667125,5
Brazil,BRA,2012,196876111,6
Nigeria,NGA,2012,176200625,7
Bangladesh,BGD,2012,155070101,8
Russian Federation,RUS,2012,143378447,9
Japan,JPN,2012,127629000,10
Mexico,MEX,2012,116818208,11
Philippines,PHL,2012,100175512,12
Ethiopia,ETH,2012,95798767,13
"Egypt, Arab Rep.",EGY,2012,93161001,14
Viet Nam,VNM,2012,89510356,15
Germany,DEU,2012,80425823,16
"Iran, Islamic Rep.",IRN,2012,79370580,17
Turkiye,TUR,2012,75175827,18
"Congo, Dem. Rep.",COD,2012,73254618,19
Thailand,THA,2012,69436098,20
France,FRA,2012,65657659,21
United Kingdom,GBR,2012,63711000,22
Italy,ITA,2012,60191247,23
South Africa,ZAF,2012,53782567,24
"Korea, Rep.",KOR,2012,50199853,25
Myanmar,MMR,2012,49837446,26
Tanzania,TZA,2012,47374260,27
Spain,ESP,2012,46773055,28
Ukraine,UKR,2012,46210056,29
Colombia,COL,2012,45715810,30
Kenya,KEN,2012,43888303,31
Argentina,ARG,2012,42161721,32
Poland,POL,2012,38063164,33
Algeria,DZA,2012,37646166,34
Sudan,SDN,2012,36923178,35
Canada,CAN,2012,34713395,36
Uganda,UGA,2012,34337438,37
Iraq,IRQ,2012,33654842,38
Morocco,MAR,2012,33355241,39
Afghanistan,AFG,2012,30560034,40
Malaysia,MYS,2012,29662831,41
"Venezuela, RB",VEN,2012,29553826,42
Peru,PER,2012,29550366,43
Uzbekistan,UZB,2012,29261903,44
"Yemen, Rep.",YEM,2012,28433647,45
Nepal,NPL,2012,27534915,46
Ghana,GHA,2012,26734268,47
Saudi Arabia,SAU,2012,26168861,48
"Korea, Dem. People's Rep.",PRK,2012,25211728,49
Angola,AGO,2012,25177394,50
China,CHN,2013,1363240000,1
India,IND,2013,1295829511,2
United States,USA,2013,316726282,3
Indonesia,IDN,2013,255852467,4
Pakistan,PAK,2013,211073978,5
Brazil,BRA,2013,198478299,6
Nigeria,NGA,2013,181049443,7
Bangladesh,BGD,2013,156532141,8
Russian Federation,RUS,2013,143805638,9
Japan,JPN,2013,127445000,10
Mexico,MEX,2013,118343573,11
Philippines,PHL,2013,102076336,12
Ethiopia,ETH,2013,98438751,13
"Egypt, Arab Rep.",EGY,2013,95333553,14
Viet Nam,VNM,2013,90573104,15
Germany,DEU,2013,80645605,16
"Iran, Islamic Rep.",IRN,2013,80414686,17
Turkiye,TUR,2013,76147624,18
"Congo, Dem. Rep.",COD,2013,75789395,19
Thailand,THA,2013,69845114,20
France,FRA,2013,65997932,21
United Kingdom,GBR,2013,64139000,22
Italy,ITA,2013,60311613,23
South Africa,ZAF,2013,54678791,24
"Korea, Rep.",KOR,2013,50428893,25
Myanmar,MMR,2013,50262658,26
Tanzania,TZA,2013,48824128,27
Spain,ESP,2013,46604197,28
Colombia,COL,2013,46151584,29
Ukraine,UKR,2013,46126770,30
Kenya,KEN,2013,44986791,31
Argentina,ARG,2013,42582455,32
Algeria,DZA,2013,38414171,33
Poland,POL,2013,38040196,34
Sudan,SDN,2013,37785849,35
Uganda,UGA,2013,35337042,36
Iraq,IRQ,2013,35281989,37
Canada,CAN,2013,35080992,38
Morocco,MAR,2013,33787571,39
Afghanistan,AFG,2013,31622704,40
Malaysia,MYS,2013,30174265,41
