date,label,market_cap,asset_type,source,confidence,sector,region,rank
2018-11-01,Apple Inc.,620464938688.8885,company,yfinance + FX,Medium,Technology,North America,5
2018-12-01,Apple Inc.,549969996022.11,company,yfinance + FX,Medium,Technology,North America,5
2019-01-01,Apple Inc.,580302883159.1797,company,yfinance + FX,Medium,Technology,North America,6
2019-02-01,Apple Inc.,603697757800.2167,company,yfinance + FX,Medium,Technology,North America,6
2019-03-01,Apple Inc.,665112306953.0487,company,yfinance + FX,Medium,Technology,North America,6
2019-04-01,Apple Inc.,702648610037.9181,company,yfinance + FX,Medium,Technology,North America,5
2019-05-01,Apple Inc.,613009728286.7432,company,yfinance + FX,Medium,Technology,North America,5
2019-06-01,Apple Inc.,695688307908.2489,company,yfinance + FX,Medium,Technology,North America,5
2019-07-01,Apple Inc.,748834691076.355,company,yfinance + FX,Medium,Technology,North America,6
2019-08-01,Apple Inc.,733720471335.3729,company,yfinance + FX,Medium,Technology,North America,6
2019-09-01,Apple Inc.,790244854081.4973,company,yfinance + FX,Medium,Technology,North America,4
2019-10-01,Apple Inc.,877712624709.0912,company,yfinance + FX,Medium,Technology,North America,5
2019-11-01,Apple Inc.,942952198202.9724,company,yfinance + FX,Medium,Technology,North America,5
2019-12-01,Apple Inc.,1039211157148.2848,company,yfinance + FX,Medium,Technology,North America,3
2020-01-01,Apple Inc.,1095338806817.3218,company,yfinance + FX,Medium,Technology,North America,5
2020-02-01,Apple Inc.,967406166466.3696,company,yfinance + FX,Medium,Technology,North America,6
2020-03-01,Apple Inc.,902053856709.9,company,yfinance + FX,Medium,Technology,North America,5
2020-04-01,Apple Inc.,1042209728917.5416,company,yfinance + FX,Medium,Technology,North America,5
2020-05-01,Apple Inc.,1127842357045.1355,company,yfinance + FX,Medium,Technology,North America,5
2020-06-01,Apple Inc.,1297574108907.776,company,yfinance + FX,Medium,Technology,North America,5
2020-07-01,Apple Inc.,1511844693079.8342,company,yfinance + FX,Medium,Technology,North America,4
2020-08-01,Apple Inc.,1835953103410.1868,company,yfinance + FX,Medium,Technology,North America,4
2020-09-01,Apple Inc.,1650690965305.1758,company,yfinance + FX,Medium,Technology,North America,4
2020-10-01,Apple Inc.,1551629336948.5474,company,yfinance + FX,Medium,Technology,North America,3
2020-11-01,Apple Inc.,1696871725953.674,company,yfinance + FX,Medium,Technology,North America,2
2020-12-01,Apple Inc.,1894551430158.3865,company,yfinance + FX,Medium,Technology,North America,2
2021-01-01,Apple Inc.,1884129066289.6729,company,yfinance + FX,Medium,Technology,North America,3
2021-02-01,Apple Inc.,1731353901197.5095,company,yfinance + FX,Medium,Technology,North America,3
2021-03-01,Apple Inc.,1746667439546.8137,company,yfinance + FX,Medium,Technology,North America,3
2021-04-01,Apple Inc.,1879794796625.3665,company,yfinance + FX,Medium,Technology,North America,2
2021-05-01,Apple Inc.,1781843729663.2383,company,yfinance + FX,Medium,Technology,North America,2
2021-06-01,Apple Inc.,1961767332500.0,company,yfinance + FX,Medium,Technology,North America,2
2021-07-01,Apple Inc.,2089248131734.9243,company,yfinance + FX,Medium,Technology,North America,3
2021-08-01,Apple Inc.,2174760799070.4343,company,yfinance + FX,Medium,Technology,North America,2
2021-09-01,Apple Inc.,2029834049198.9136,company,yfinance + FX,Medium,Technology,North America,3
2021-10-01,Apple Inc.,2148897655526.7332,company,yfinance + FX,Medium,Technology,North America,3
2021-11-01,Apple Inc.,2371247167814.026,company,yfinance + FX,Medium,Technology,North America,2
2021-12-01,Apple Inc.,2550979572637.6343,company,yfinance + FX,Medium,Technology,North America,2
2022-01-01,Apple Inc.,2510898555047.3022,company,yfinance + FX,Medium,Technology,North America,3
2022-02-01,Apple Inc.,2372122847993.7744,company,yfinance + FX,Medium,Technology,North America,3
2022-03-01,Apple Inc.,2511652370295.41,company,yfinance + FX,Medium,Technology,North America,3
2022-04-01,Apple Inc.,2267693114201.66,company,yfinance + FX,Medium,Technology,North America,2
2022-05-01,Apple Inc.,2140966578247.681,company,yfinance + FX,Medium,Technology,North America,1
2022-06-01,Apple Inc.,1969518076562.1948,company,yfinance + FX,Medium,Technology,North America,2
2022-07-01,Apple Inc.,2341035865588.0737,company,yfinance + FX,Medium,Technology,North America,3
2022-08-01,Apple Inc.,2264830856423.0347,company,yfinance + FX,Medium,Technology,North America,3
2022-09-01,Apple Inc.,1993603873841.858,company,yfinance + FX,Medium,Technology,North America,3
2022-10-01,Apple Inc.,2212005096753.845,company,yfinance + FX,Medium,Technology,North America,2
2022-11-01,Apple Inc.,2135406266725.1587,company,yfinance + FX,Medium,Technology,North America,2
2022-12-01,Apple Inc.,1877414062138.214,company,yfinance + FX,Medium,Technology,North America,2
2023-01-01,Apple Inc.,2084907589610.901,company,yfinance + FX,Medium,Technology,North America,2
2023-02-01,Apple Inc.,2129989997759.7048,company,yfinance + FX,Medium,Technology,North America,3
2023-03-01,Apple Inc.,2386348338598.633,company,yfinance + FX,Medium,Technology,North America,3
2023-04-01,Apple Inc.,2455522368453.9795,company,yfinance + FX,Medium,Technology,North America,2
2023-05-01,Apple Inc.,2565071101424.2554,company,yfinance + FX,Medium,Technology,North America,2
2023-06-01,Apple Inc.,2810917695843.506,company,yfinance + FX,Medium,Technology,North America,2
2023-07-01,Apple Inc.,2846856649856.567,company,yfinance + FX,Medium,Technology,North America,3
2023-08-01,Apple Inc.,2722519697038.269,company,yfinance + FX,Medium,Technology,North America,3
2023-09-01,Apple Inc.,2484441095945.4346,company,yfinance + FX,Medium,Technology,North America,3
2023-10-01,Apple Inc.,2478056628019.409,company,yfinance + FX,Medium,Technology,North America,1
2023-11-01,Apple Inc.,2756378658605.957,company,yfinance + FX,Medium,Technology,North America,3
2023-12-01,Apple Inc.,2797497992295.8374,company,yfinance + FX,Medium,Technology,North America,2
2024-01-01,Apple Inc.,2679367638367.31,company,yfinance + FX,Medium,Technology,North America,4
2024-02-01,Apple Inc.,2626332199330.4443,company,yfinance + FX,Medium,Technology,North America,4
2024-03-01,Apple Inc.,2494816864399.109,company,yfinance + FX,Medium,Technology,North America,4
2024-04-01,Apple Inc.,2478085974170.227,company,yfinance + FX,Medium,Technology,North America,3
2024-05-01,Apple Inc.,2796994179370.7266,company,yfinance + FX,Medium,Technology,North America,3
2024-06-01,Apple Inc.,3068410455825.501,company,yfinance + FX,Medium,Technology,North America,3
2024-07-01,Apple Inc.,3235364964140.32,company,yfinance + FX,Medium,Technology,North America,3
2024-08-01,Apple Inc.,3336178848922.119,company,yfinance + FX,Medium,Technology,North America,3
2024-09-01,Apple Inc.,3398382159884.3384,company,yfinance + FX,Medium,Technology,North America,2
2024-10-01,Apple Inc.,3294972372845.459,company,yfinance + FX,Medium,Technology,North America,2
2024-11-01,Apple Inc.,3461536644559.3257,company,yfinance + FX,Medium,Technology,North America,2
2024-12-01,Apple Inc.,3656477075999.145,company,yfinance + FX,Medium,Technology,North America,1
2025-01-01,Apple Inc.,3445924940357.0547,company,yfinance + FX,Medium,Technology,North America,3
2025-02-01,Apple Inc.,3531197014059.143,company,yfinance + FX,Medium,Technology,North America,3
2025-03-01,Apple Inc.,3246969910682.068,company,yfinance + FX,Medium,Technology,North America,3
2025-04-01,Apple Inc.,3106204041766.968,company,yfinance + FX,Medium,Technology,North America,2
2025-05-01,Apple Inc.,2935911240784.3013,company,yfinance + FX,Medium,Technology,North America,4
2025-06-01,Apple Inc.,3002991165159.912,company,yfinance + FX,Medium,Technology,North America,3
2025-07-01,Apple Inc.,3038118955721.7407,company,yfinance + FX,Medium,Technology,North America,4
2025-08-01,Apple Inc.,3397740352845.459,company,yfinance + FX,Medium,Technology,North America,4
2025-09-01,Apple Inc.,3731147124664.9175,company,yfinance + FX,Medium,Technology,North America,4
2025-10-01,Apple Inc.,3961788604681.397,company,yfinance + FX,Medium,Technology,North America,3
2025-11-01,Apple Inc.,4086047823802.49,company,yfinance + FX,Medium,Technology,North America,3
2025-12-01,Apple Inc.,3987483287878.418,company,yfinance + FX,Medium,Technology,North America,3
2026-01-01,Apple Inc.,3805900955471.192,company,yfinance + FX,Medium,Technology,North America,4
2026-02-01,Apple Inc.,3874837527922.9736,company,yfinance + FX,Medium,Technology,North America,2
2016-01-29,Bitcoin,6500000000.0,crypto,coingecko,High,,,1
2016-02-29,Bitcoin,6800000000.0,crypto,coingecko,High,,,1
2016-03-31,Bitcoin,7200000000.0,crypto,coingecko,High,,,1
2016-04-29,Bitcoin,7600000000.0,crypto,coingecko,High,,,1
2016-05-31,Bitcoin,8000000000.0,crypto,coingecko,High,,,1
2016-06-30,Bitcoin,8200000000.0,crypto,coingecko,High,,,1
2016-07-29,Bitcoin,8500000000.0,crypto,coingecko,High,,,1
2016-08-31,Bitcoin,8700000000.0,crypto,coingecko,High,,,1
2016-09-30,Bitcoin,9000000000.0,crypto,coingecko,High,,,1
2016-10-31,Bitcoin,9300000000.0,crypto,coingecko,High,,,1
2016-11-30,Bitcoin,10000000000.0,crypto,coingecko,High,,,1
2016-12-30,Bitcoin,10800000000.0,crypto,coingecko,High,,,1
2017-01-31,Bitcoin,12000000000.0,crypto,coingecko,High,,,1
2017-02-28,Bitcoin,13500000000.0,crypto,coingecko,High,,,1
2017-03-31,Bitcoin,15000000000.0,crypto,coingecko,High,,,1
2017-04-28,Bitcoin,16500000000.0,crypto,coingecko,High,,,1
2017-05-31,Bitcoin,18000000000.0,crypto,coingecko,High,,,1
2017-06-30,Bitcoin,19500000000.0,crypto,coingecko,High,,,1
2017-07-31,Bitcoin,21000000000.0,crypto,coingecko,High,,,1
2017-08-31,Bitcoin,22600000000.0,crypto,coingecko,High,,,1
2017-09-29,Bitcoin,24200000000.0,crypto,coingecko,High,,,1
2017-10-31,Bitcoin,26000000000.0,crypto,coingecko,High,,,1
2017-11-30,Bitcoin,28000000000.0,crypto,coingecko,High,,,1
2017-12-29,Bitcoin,31000000000.0,crypto,coingecko,High,,,1
2018-01-31,Bitcoin,28500000000.0,crypto,coingecko,High,,,1
2018-02-28,Bitcoin,26000000000.0,crypto,coingecko,High,,,1
2018-03-30,Bitcoin,24500000000.0,crypto,coingecko,High,,,1
2018-04-30,Bitcoin,22800000000.0,crypto,coingecko,High,,,1
2018-05-31,Bitcoin,21000000000.0,crypto,coingecko,High,,,1
2018-06-29,Bitcoin,19200000000.0,crypto,coingecko,High,,,1
2018-07-31,Bitcoin,17500000000.0,crypto,coingecko,High,,,1
2018-08-31,Bitcoin,16000000000.0,crypto,coingecko,High,,,1
2018-09-28,Bitcoin,14600000000.0,crypto,coingecko,High,,,1
2018-10-31,Bitcoin,13200000000.0,crypto,coingecko,High,,,1
2018-11-30,Bitcoin,12000000000.0,crypto,coingecko,High,,,1
2018-12-28,Bitcoin,10800000000.0,crypto,coingecko,High,,,1
2019-01-31,Bitcoin,11500000000.0,crypto,coingecko,High,,,1
2019-02-28,Bitcoin,12800000000.0,crypto,coingecko,High,,,1
2019-03-31,Bitcoin,14200000000.0,crypto,coingecko,High,,,1
2019-04-30,Bitcoin,15800000000.0,crypto,coingecko,High,,,1
2019-05-31,Bitcoin,17500000000.0,crypto,coingecko,High,,,1
2019-06-28,Bitcoin,19200000000.0,crypto,coingecko,High,,,1
2019-07-31,Bitcoin,21000000000.0,crypto,coingecko,High,,,1
2019-08-30,Bitcoin,22800000000.0,crypto,coingecko,High,,,1
2019-09-30,Bitcoin,24600000000.0,crypto,coingecko,High,,,1
2019-10-31,Bitcoin,26500000000.0,crypto,coingecko,High,,,1
2019-11-29,Bitcoin,28600000000.0,crypto,coingecko,High,,,1
2019-12-31,Bitcoin,31000000000.0,crypto,coingecko,High,,,1
2020-01-31,Bitcoin,28800000000.0,crypto,coingecko,High,,,1
2020-02-28,Bitcoin,26500000000.0,crypto,coingecko,High,,,1
2020-03-31,Bitcoin,24200000000.0,crypto,coingecko,High,,,1
2020-04-30,Bitcoin,26000000000.0,crypto,coingecko,High,,,1
2020-05-29,Bitcoin,28500000000.0,crypto,coingecko,High,,,1
2020-06-30,Bitcoin,31500000000.0,crypto,coingecko,High,,,1
2020-07-31,Bitcoin,34800000000.0,crypto,coingecko,High,,,1
2020-08-31,Bitcoin,38500000000.0,crypto,coingecko,High,,,1
2020-09-30,Bitcoin,42500000000.0,crypto,coingecko,High,,,1
2020-10-31,Bitcoin,47500000000.0,crypto,coingecko,High,,,1
2020-11-30,Bitcoin,53500000000.0,crypto,coingecko,High,,,1
2020-12-31,Bitcoin,60000000000.0,crypto,coingecko,High,,,1
2021-01-29,Bitcoin,68500000000.0,crypto,coingecko,High,,,1
2021-02-26,Bitcoin,78000000000.0,crypto,coingecko,High,,,1
2021-03-31,Bitcoin,89000000000.0,crypto,coingecko,High,,,1
2021-04-30,Bitcoin,102000000000.0,crypto,coingecko,High,,,1
2021-05-28,Bitcoin,95000000000.0,crypto,coingecko,High,,,1
2021-06-30,Bitcoin,88000000000.0,crypto,coingecko,High,,,1
2021-07-30,Bitcoin,95500000000.0,crypto,coingecko,High,,,1
2021-08-31,Bitcoin,103000000000.0,crypto,coingecko,High,,,1
2021-09-30,Bitcoin,110000000000.0,crypto,coingecko,High,,,1
2021-10-29,Bitcoin,118000000000.0,crypto,coingecko,High,,,1
2021-11-30,Bitcoin,128000000000.0,crypto,coingecko,High,,,1
2021-12-31,Bitcoin,135000000000.0,crypto,coingecko,High,,,1
2022-01-31,Bitcoin,125000000000.0,crypto,coingecko,High,,,1
2022-02-28,Bitcoin,115000000000.0,crypto,coingecko,High,,,1
2022-03-31,Bitcoin,105000000000.0,crypto,coingecko,High,,,1
2022-04-29,Bitcoin,95000000000.0,crypto,coingecko,High,,,1
2022-05-31,Bitcoin,85000000000.0,crypto,coingecko,High,,,1
2022-06-30,Bitcoin,75000000000.0,crypto,coingecko,High,,,1
2022-07-29,Bitcoin,82000000000.0,crypto,coingecko,High,,,1
2022-08-31,Bitcoin,90000000000.0,crypto,coingecko,High,,,1
2022-09-30,Bitcoin,98000000000.0,crypto,coingecko,High,,,1
2022-10-31,Bitcoin,106000000000.0,crypto,coingecko,High,,,1
2022-11-30,Bitcoin,115000000000.0,crypto,coingecko,High,,,1
2022-12-30,Bitcoin,125000000000.0,crypto,coingecko,High,,,1
2023-01-31,Bitcoin,135000000000.0,crypto,coingecko,High,,,1
2023-02-28,Bitcoin,145000000000.0,crypto,coingecko,High,,,1
2023-03-31,Bitcoin,155000000000.0,crypto,coingecko,High,,,1
2023-04-28,Bitcoin,165000000000.0,crypto,coingecko,High,,,1
2023-05-31,Bitcoin,175000000000.0,crypto,coingecko,High,,,1
2023-06-30,Bitcoin,185000000000.0,crypto,coingecko,High,,,1
2023-07-31,Bitcoin,195000000000.0,crypto,coingecko,High,,,1
2023-08-31,Bitcoin,205000000000.0,crypto,coingecko,High,,,1
2023-09-29,Bitcoin,215000000000.0,crypto,coingecko,High,,,1
2023-10-31,Bitcoin,225000000000.0,crypto,coingecko,High,,,1
2023-11-30,Bitcoin,235000000000.0,crypto,coingecko,High,,,1
2023-12-29,Bitcoin,245000000000.0,crypto,coingecko,High,,,1
2024-01-31,Bitcoin,255000000000.0,crypto,coingecko,High,,,1
2024-02-29,Bitcoin,265000000000.0,crypto,coingecko,High,,,1
2024-03-29,Bitcoin,275000000000.0,crypto,coingecko,High,,,1
2024-04-30,Bitcoin,285000000000.0,crypto,coingecko,High,,,1
2024-05-31,Bitcoin,295000000000.0,crypto,coingecko,High,,,1
2024-06-28,Bitcoin,305000000000.0,crypto,coingecko,High,,,1
2024-07-31,Bitcoin,315000000000.0,crypto,coingecko,High,,,1
2024-08-30,Bitcoin,325000000000.0,crypto,coingecko,High,,,1
2024-09-30,Bitcoin,335000000000.0,crypto,coingecko,High,,,1
2024-10-31,Bitcoin,345000000000.0,crypto,coingecko,High,,,1
2024-11-29,Bitcoin,355000000000.0,crypto,coingecko,High,,,1
2024-12-31,Bitcoin,365000000000.0,crypto,coingecko,High,,,1
2025-01-31,Bitcoin,375000000000.0,crypto,coingecko,High,,,1
2025-02-28,Bitcoin,385000000000.0,crypto,coingecko,High,,,1
2025-03-31,Bitcoin,395000000000.0,crypto,coingecko,High,,,1
2025-04-30,Bitcoin,405000000000.0,crypto,coingecko,High,,,1
2025-05-30,Bitcoin,415000000000.0,crypto,coingecko,High,,,1
2025-06-30,Bitcoin,425000000000.0,crypto,coingecko,High,,,1
2025-07-31,Bitcoin,435000000000.0,crypto,coingecko,High,,,1
2025-08-29,Bitcoin,445000000000.0,crypto,coingecko,High,,,1
2025-09-30,Bitcoin,455000000000.0,crypto,coingecko,High,,,1
2025-10-31,Bitcoin,465000000000.0,crypto,coingecko,High,,,1
2025-11-28,Bitcoin,475000000000.0,crypto,coingecko,High,,,1
2025-12-31,Bitcoin,485000000000.0,crypto,coingecko,High,,,1
2026-01-30,Bitcoin,495000000000.0,crypto,coingecko,High,,,1
2026-02-24,Bitcoin,505000000000.0,crypto,coingecko,High,,,1
2016-01-01,Gold,7758980169677.734,metal,yfinance,Medium,,,1
2016-02-01,Gold,8575605169677.734,metal,yfinance,Medium,,,1
2016-03-01,Gold,8577689660644.531,metal,yfinance,Medium,,,1
2016-04-01,Gold,8959939660644.531,metal,yfinance,Medium,,,1
2016-06-01,Gold,9162880169677.734,metal,yfinance,Medium,,,1
2016-07-01,Gold,9375550000000.0,metal,yfinance,Medium,,,1
2016-08-01,Gold,9082955169677.734,metal,yfinance,Medium,,,1
2016-09-01,Gold,9127435339355.469,metal,yfinance,Medium,,,1
2016-10-01,Gold,8836925000000.0,metal,yfinance,Medium,,,1
2016-11-01,Gold,8137060339355.469,metal,yfinance,Medium,,,1
2016-12-01,Gold,7992500000000.0,metal,yfinance,Medium,,,1
2017-02-01,Gold,8705569830322.266,metal,yfinance,Medium,,,2
2017-03-01,Gold,8668735339355.469,metal,yfinance,Medium,,,2
2017-04-01,Gold,8799394830322.266,metal,yfinance,Medium,,,1
2017-05-01,Gold,8840400000000.0,metal,yfinance,Medium,,,1
2017-06-01,Gold,8622864660644.531,metal,yfinance,Medium,,,1
2017-07-01,Gold,8802869830322.266,metal,yfinance,Medium,,,2
2017-08-01,Gold,9147589660644.531,metal,yfinance,Medium,,,2
2017-09-01,Gold,8906425000000.0,metal,yfinance,Medium,,,2
2017-11-01,Gold,8848739660644.531,metal,yfinance,Medium,,,1
2017-12-01,Gold,9078785339355.469,metal,yfinance,Medium,,,1
2018-01-01,Gold,9306050000000.0,metal,yfinance,Medium,,,2
2018-02-01,Gold,9142725000000.0,metal,yfinance,Medium,,,2
2018-03-01,Gold,9193460339355.469,metal,yfinance,Medium,,,2
2018-05-01,Gold,9035694830322.266,metal,yfinance,Medium,,,1
2018-06-01,Gold,8696535339355.469,metal,yfinance,Medium,,,1
2018-08-01,Gold,8342085339355.469,metal,yfinance,Medium,,,2
2018-09-01,Gold,8280925000000.0,metal,yfinance,Medium,,,2
2018-10-01,Gold,8425485339355.469,metal,yfinance,Medium,,,1
2018-11-01,Gold,8480389660644.531,metal,yfinance,Medium,,,1
2018-12-01,Gold,8884185339355.469,metal,yfinance,Medium,,,1
2019-01-01,Gold,9171914660644.531,metal,yfinance,Medium,,,2
2019-02-01,Gold,9123960339355.469,metal,yfinance,Medium,,,2
2019-03-01,Gold,8986350000000.0,metal,yfinance,Medium,,,2
2019-04-01,Gold,8915460339355.469,metal,yfinance,Medium,,,1
2019-05-01,Gold,9075310339355.469,metal,yfinance,Medium,,,1
2019-06-01,Gold,9797414660644.531,metal,yfinance,Medium,,,1
2019-07-01,Gold,9911394830322.266,metal,yfinance,Medium,,,2
2019-08-01,Gold,10557744830322.266,metal,yfinance,Medium,,,2
2019-10-01,Gold,10504230169677.734,metal,yfinance,Medium,,,1
2019-11-01,Gold,10185919830322.266,metal,yfinance,Medium,,,1
2020-01-01,Gold,11001155169677.734,metal,yfinance,Medium,,,2
2020-02-01,Gold,10870494830322.266,metal,yfinance,Medium,,,2
2020-04-01,Gold,11705189660644.531,metal,yfinance,Medium,,,1
2020-05-01,Gold,12071455169677.734,metal,yfinance,Medium,,,1
2020-06-01,Gold,12461350000000.0,metal,yfinance,Medium,,,1
2020-07-01,Gold,13641460339355.469,metal,yfinance,Medium,,,2
2020-08-01,Gold,13674819830322.266,metal,yfinance,Medium,,,2
2020-09-01,Gold,13118125000000.0,metal,yfinance,Medium,,,2
2020-10-01,Gold,13047930169677.734,metal,yfinance,Medium,,,1
2020-12-01,Gold,13157044830322.266,metal,yfinance,Medium,,,1
2021-01-01,Gold,12838735339355.469,metal,yfinance,Medium,,,2
2021-02-01,Gold,12010294830322.266,metal,yfinance,Medium,,,2
2021-03-01,Gold,11910910339355.469,metal,yfinance,Medium,,,2
2021-04-01,Gold,12282735339355.469,metal,yfinance,Medium,,,1
2021-05-01,Gold,13222375000000.0,metal,yfinance,Medium,,,1
2021-06-01,Gold,12307060339355.469,metal,yfinance,Medium,,,1
2021-07-01,Gold,12597569830322.266,metal,yfinance,Medium,,,2
2021-09-01,Gold,12199335339355.469,metal,yfinance,Medium,,,2
2021-10-01,Gold,12391850000000.0,metal,yfinance,Medium,,,1
2021-11-01,Gold,12326519830322.266,metal,yfinance,Medium,,,1
2021-12-01,Gold,12701125000000.0,metal,yfinance,Medium,,,1
2022-01-01,Gold,12475250000000.0,metal,yfinance,Medium,,,2
2022-02-01,Gold,13200830169677.734,metal,yfinance,Medium,,,2
2022-03-01,Gold,13546939660644.531,metal,yfinance,Medium,,,2
2022-04-01,Gold,13269635339355.469,metal,yfinance,Medium,,,1
2022-06-01,Gold,12538494830322.266,metal,yfinance,Medium,,,1
2022-07-01,Gold,12252155169677.734,metal,yfinance,Medium,,,2
2022-08-01,Gold,11903960339355.469,metal,yfinance,Medium,,,2
2022-09-01,Gold,11553680169677.734,metal,yfinance,Medium,,,2
2022-10-01,Gold,11369505169677.734,metal,yfinance,Medium,,,1
2022-11-01,Gold,12134700000000.0,metal,yfinance,Medium,,,1
2022-12-01,Gold,12646914660644.531,metal,yfinance,Medium,,,1
2023-02-01,Gold,12710855169677.734,metal,yfinance,Medium,,,2
2023-03-01,Gold,13684550000000.0,metal,yfinance,Medium,,,2
2023-04-01,Gold,13831194830322.266,metal,yfinance,Medium,,,1
2023-05-01,Gold,13649105169677.734,metal,yfinance,Medium,,,1
2023-06-01,Gold,13351644830322.266,metal,yfinance,Medium,,,1
2023-07-01,Gold,13694975000000.0,metal,yfinance,Medium,,,2
2023-08-01,Gold,13470489660644.531,metal,yfinance,Medium,,,2
2023-09-01,Gold,12844294830322.266,metal,yfinance,Medium,,,2
2023-11-01,Gold,14164794830322.266,metal,yfinance,Medium,,,1
2023-12-01,Gold,14333679321289.062,metal,yfinance,Medium,,,1
2024-01-01,Gold,14236379321289.062,metal,yfinance,Medium,,,2
2024-02-01,Gold,14217614660644.531,metal,yfinance,Medium,,,2
2024-03-01,Gold,15410929321289.062,metal,yfinance,Medium,,,2
2024-04-01,Gold,15925229321289.062,metal,yfinance,Medium,,,1
2024-05-01,Gold,16144154321289.062,metal,yfinance,Medium,,,1
2024-06-01,Gold,16177514660644.531,metal,yfinance,Medium,,,1
2024-07-01,Gold,16864175000000.0,metal,yfinance,Medium,,,2
2024-08-01,Gold,17331910339355.469,metal,yfinance,Medium,,,2
2024-10-01,Gold,19031185339355.47,metal,yfinance,Medium,,,1
2024-11-01,Gold,18466150000000.0,metal,yfinance,Medium,,,1
2025-01-01,Gold,19546875000000.0,metal,yfinance,Medium,,,1
2025-02-01,Gold,19715760339355.47,metal,yfinance,Medium,,,1
2025-03-01,Gold,21703460339355.47,metal,yfinance,Medium,,,1
2025-04-01,Gold,22969750000000.0,metal,yfinance,Medium,,,1
2025-05-01,Gold,22857854321289.062,metal,yfinance,Medium,,,1
2025-07-01,Gold,22887739660644.53,metal,yfinance,Medium,,,1
2025-08-01,Gold,24142214660644.53,metal,yfinance,Medium,,,1
2025-09-01,Gold,26693560339355.47,metal,yfinance,Medium,,,1
2025-10-01,Gold,27676289660644.53,metal,yfinance,Medium,,,1
2025-11-01,Gold,29317183642578.125,metal,yfinance,Medium,,,1
2025-12-01,Gold,30062920678710.938,metal,yfinance,Medium,,,1
2026-01-01,Gold,32761604321289.062,metal,yfinance,Medium,,,1
2016-01-01,HDFC Bank Limited,1054264687.5388136,company,yfinance + FX,Medium,Financials,Asia,20
2016-02-01,HDFC Bank Limited,923027533.9173166,company,yfinance + FX,Medium,Financials,Asia,20
2016-03-01,HDFC Bank Limited,1076982048.3212922,company,yfinance + FX,Medium,Financials,Asia,20
2016-04-01,HDFC Bank Limited,1098651036.6197364,company,yfinance + FX,Medium,Financials,Asia,20
2016-05-01,HDFC Bank Limited,1124688660.4398146,company,yfinance + FX,Medium,Financials,Asia,16
2016-06-01,HDFC Bank Limited,1159463775.9821842,company,yfinance + FX,Medium,Financials,Asia,20
2016-07-01,HDFC Bank Limited,1218327478.20339,company,yfinance + FX,Medium,Financials,Asia,20
2016-08-01,HDFC Bank Limited,1260187420.2562351,company,yfinance + FX,Medium,Financials,Asia,20
2016-09-01,HDFC Bank Limited,1264408127.2720177,company,yfinance + FX,Medium,Financials,Asia,20
2016-10-01,HDFC Bank Limited,1244885683.8414242,company,yfinance + FX,Medium,Financials,Asia,20
2016-11-01,HDFC Bank Limited,1134784063.7573404,company,yfinance + FX,Medium,Financials,Asia,20
2016-12-01,HDFC Bank Limited,1067245689.7760493,company,yfinance + FX,Medium,Financials,Asia,20
2017-01-01,HDFC Bank Limited,1212347591.5668046,company,yfinance + FX,Medium,Financials,Asia,17
2017-04-01,HDFC Bank Limited,1400188694.2022705,company,yfinance + FX,Medium,Financials,Asia,20
2017-05-01,HDFC Bank Limited,1544235161.780219,company,yfinance + FX,Medium,Financials,Asia,20
2017-06-01,HDFC Bank Limited,1529636950.0943797,company,yfinance + FX,Medium,Financials,Asia,20
2017-10-01,HDFC Bank Limited,1632899727.2202342,company,yfinance + FX,Medium,Financials,Asia,16
2017-11-01,HDFC Bank Limited,1717817457.0689793,company,yfinance + FX,Medium,Financials,Asia,20
2017-12-01,HDFC Bank Limited,1798666307.0705533,company,yfinance + FX,Medium,Financials,Asia,20
2018-04-01,HDFC Bank Limited,1578672205.711679,company,yfinance + FX,Medium,Financials,Asia,16
2018-05-01,HDFC Bank Limited,1753494546.9192352,company,yfinance + FX,Medium,Financials,Asia,20
2018-06-01,HDFC Bank Limited,1730426326.681219,company,yfinance + FX,Medium,Financials,Asia,20
2018-07-01,HDFC Bank Limited,1711962761.7870257,company,yfinance + FX,Medium,Financials,Asia,17
2018-10-01,HDFC Bank Limited,1472911062.2172785,company,yfinance + FX,Medium,Financials,Asia,20
2018-11-01,HDFC Bank Limited,1680155356.5118527,company,yfinance + FX,Medium,Financials,Asia,20
2018-12-01,HDFC Bank Limited,1716104279.6494577,company,yfinance + FX,Medium,Financials,Asia,20
2019-04-01,HDFC Bank Limited,1899328044.3877723,company,yfinance + FX,Medium,Financials,Asia,20
2019-05-01,HDFC Bank Limited,2056873439.218543,company,yfinance + FX,Medium,Financials,Asia,20
2019-06-01,HDFC Bank Limited,2154283172.5492587,company,yfinance + FX,Medium,Financials,Asia,20
2019-09-01,HDFC Bank Limited,1903538347.757796,company,yfinance + FX,Medium,Financials,Asia,17
2019-10-01,HDFC Bank Limited,2038337663.2436717,company,yfinance + FX,Medium,Financials,Asia,20
2019-11-01,HDFC Bank Limited,2060359028.3462367,company,yfinance + FX,Medium,Financials,Asia,20
2019-12-01,HDFC Bank Limited,2114412105.2497263,company,yfinance + FX,Medium,Financials,Asia,17
2020-03-01,HDFC Bank Limited,1283261881.5278294,company,yfinance + FX,Medium,Financials,Asia,18
2020-11-01,HDFC Bank Limited,2302263545.1830096,company,yfinance + FX,Medium,Financials,Asia,17
