date,ticker,price_local_currency,currency,conversion_rate,price_usd,shares,market_cap_usd
2019-07-01,MSFT,128.22640991210938,USD,1.0,128.22640991210938,7425629076,952161757754.454
2019-08-01,MSFT,129.7225341796875,USD,1.0,129.7225341796875,7425629076,963271421617.0913
2019-09-01,MSFT,131.2592010498047,USD,1.0,131.2592010498047,7425629076,974682139807.9595
2019-10-01,MSFT,135.3565673828125,USD,1.0,135.3565673828125,7425629076,1005107662385.3657
2019-11-01,MSFT,142.9188995361328,USD,1.0,142.9188995361328,7425629076,1061262735905.4307
2019-12-01,MSFT,149.39219665527344,USD,1.0,149.39219665527344,7425629076,1109331039210.9084
2020-01-01,MSFT,161.2621612548828,USD,1.0,161.2621612548828,7425629076,1197472993472.8584
2020-02-01,MSFT,153.4751434326172,USD,1.0,153.4751434326172,7425629076,1139649487516.5127
2020-03-01,MSFT,149.80979919433594,USD,1.0,149.80979919433594,7425629076,1112432000767.1824
2020-04-01,MSFT,170.2327880859375,USD,1.0,170.2327880859375,7425629076,1264085540899.484
2020-05-01,MSFT,174.07041931152344,USD,1.0,174.07041931152344,7425629076,1292582366911.1604
2020-06-01,MSFT,193.85385131835935,USD,1.0,193.85385131835935,7425629076,1439486794844.1902
2020-07-01,MSFT,195.2826995849609,USD,1.0,195.2826995849609,7425629076,1450096892077.859
2020-08-01,MSFT,214.82916259765625,USD,1.0,214.82916259765625,7425629076,1595241676157.888
2020-09-01,MSFT,200.83457946777344,USD,1.0,200.83457946777344,7425629076,1491323092762.131
2020-10-01,MSFT,193.3294677734375,USD,1.0,193.3294677734375,7425629076,1435592917146.0425
2020-11-01,MSFT,204.40579223632807,USD,1.0,204.40579223632807,7425629076,1517841594132.8928
2020-12-01,MSFT,212.934814453125,USD,1.0,212.934814453125,7425629076,1581174949495.79
2021-01-01,MSFT,222.0679473876953,USD,1.0,222.0679473876953,7425629076,1648994206969.7085
2021-02-01,MSFT,222.4700469970703,USD,1.0,222.4700469970703,7425629076,1651980049520.5317
2021-03-01,MSFT,226.2353363037109,USD,1.0,226.2353363037109,7425629076,1679939691275.474
2021-04-01,MSFT,241.9817047119141,USD,1.0,241.9817047119141,7425629076,1796866382368.8354
2021-05-01,MSFT,239.5828094482422,USD,1.0,239.5828094482422,7425629076,1779053075948.6348
2021-06-01,MSFT,260.5448608398437,USD,1.0,260.5448608398437,7425629076,1934709494254.717
2021-07-01,MSFT,274.0194091796875,USD,1.0,274.0194091796875,7425629076,2034766492193.0288
2021-08-01,MSFT,290.3407897949219,USD,1.0,290.3407897949219,7425629076,2155963010649.976
2021-09-01,MSFT,271.662841796875,USD,1.0,271.662841796875,7425629076,2017267496915.663
2021-10-01,MSFT,319.55450439453125,USD,1.0,319.55450439453125,7425629076,2372893219198.801
2021-11-01,MSFT,318.56201171875,USD,1.0,318.56201171875,7425629076,2365523336727.8027
2021-12-01,MSFT,324.67645263671875,USD,1.0,324.67645263671875,7425629076,2410926906991.756
2022-01-01,MSFT,300.2137145996094,USD,1.0,300.2137145996094,7425629076,2229275688144.825
2022-02-01,MSFT,288.4456787109375,USD,1.0,288.4456787109375,7425629076,2141890618682.4917
2022-03-01,MSFT,298.2516174316406,USD,1.0,298.2516174316406,7425629076,2214705882364.419
2022-04-01,MSFT,268.466064453125,USD,1.0,268.466064453125,7425629076,1993529414122.415
2022-05-01,MSFT,263.0003967285156,USD,1.0,263.0003967285156,7425629076,1952943392946.8008
2022-06-01,MSFT,249.0297393798828,USD,1.0,249.0297393798828,7425629076,1849202473527.96
2022-07-01,MSFT,272.2136535644531,USD,1.0,272.2136535644531,7425629076,2021357620792.394
2022-08-01,MSFT,253.52882385253903,USD,1.0,253.52882385253903,7425629076,1882611006003.496
